Kolom1	Seed	Label	Search pattern	Search radius	Max_current	Upper current	Profile	Zwemvaardgheid	Windrichting	Windsnelheid	Uitruktijd	Stamina begin	Overgebleven conditie	Vind tijd	Locatie begin	Locatie eind	Gevonden	Actieduur			scenario	sec	min	scec		aandeel	
2751	20251	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2902	2368	356	(26, 7)	(31, 8)	True	56									
2762	20252	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3764	3167	398	(42, 6)	(47, 8)	True	98									
2773	20253	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3934	3097	558	(25, 9)	(31, 11)	True	258									
2784	20254	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3476	2673	535	(35, 8)	(41, 10)	True	235									
2795	20255	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2435	1581	569	(22, 14)	(28, 16)	True	269									
2806	20256	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2681	1869	541	(34, 11)	(40, 13)	True	241									
2817	20257	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4114	3304	540	(33, 8)	(39, 10)	True	240									
2828	20258	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5164	4357	538	(33, 11)	(39, 13)	True	238									
2839	20259	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3422	2877	363	(27, 6)	(33, 7)	True	63									
2850	20260	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3585	2817	512	(44, 11)	(50, 13)	True	212									
2861	20261	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2707	1880	551	(29, 8)	(35, 10)	True	251									
2872	20262	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2483	1644	559	(30, 8)	(36, 10)	True	259									
2883	20263	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3505	2639	577	(17, 10)	(22, 12)	True	277									
2894	20264	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2434	1580	569	(22, 12)	(27, 14)	True	269									
2905	20265	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5076	4533	362	(26, 7)	(32, 8)	True	62									
2916	20266	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3747	2881	577	(17, 9)	(23, 11)	True	277									
2927	20267	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4130	3347	522	(41, 8)	(47, 10)	True	222									
2938	20268	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2571	1734	558	(25, 12)	(31, 14)	True	258									
2949	20269	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2624	1775	566	(22, 8)	(28, 10)	True	266									
2960	20270	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2849	2007	561	(23, 10)	(29, 12)	True	261									
2971	20271	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4111	3250	574	(20, 13)	(25, 15)	True	274									
2982	20272	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3285	2508	518	(43, 10)	(49, 12)	True	218									
2993	20273	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3619	3047	381	(35, 7)	(41, 8)	True	81									
3004	20274	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2987	2154	555	(26, 9)	(32, 11)	True	255									
3015	20275	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3468	2893	383	(37, 6)	(43, 7)	True	83									
3026	20276	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4682	3809	582	(15, 10)	(20, 12)	True	282									
3037	20277	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4269	3414	570	(19, 10)	(25, 12)	True	270									
3048	20278	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5026	4249	518	(42, 12)	(48, 14)	True	218									
3059	20279	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3360	2545	543	(32, 11)	(38, 13)	True	243									
3070	20280	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3665	2822	562	(23, 9)	(29, 11)	True	262									
3081	20281	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5089	4316	515	(43, 12)	(49, 14)	True	215									
3092	20282	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4659	4102	371	(32, 5)	(38, 6)	True	71									
3103	20283	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5084	4209	583	(15, 8)	(21, 10)	True	283									
3114	20284	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4368	3520	565	(24, 14)	(30, 16)	True	265									
3125	20285	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3919	3097	548	(30, 13)	(36, 15)	True	248									
3136	20286	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2722	1865	571	(21, 14)	(27, 16)	True	271									
3147	20287	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2539	1732	538	(33, 11)	(39, 13)	True	238									
3158	20288	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5351	4499	568	(21, 11)	(26, 13)	True	268									
3169	20289	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4149	3328	547	(29, 11)	(35, 13)	True	247									
3180	20290	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4000	3433	378	(34, 6)	(40, 7)	True	78									
3191	20291	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4633	3805	552	(29, 14)	(35, 16)	True	252									
3202	20292	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4241	3446	530	(38, 9)	(43, 11)	True	230									
3213	20293	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4619	4073	364	(29, 6)	(35, 7)	True	64									
3224	20294	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4194	3666	352	(24, 7)	(29, 8)	True	52									
3235	20295	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3877	3022	570	(20, 12)	(26, 14)	True	270									
3246	20296	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3208	2411	531	(38, 14)	(44, 16)	True	231									
3257	20297	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3686	3111	383	(36, 6)	(42, 7)	True	83									
3268	20298	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3853	3067	524	(39, 9)	(45, 11)	True	224									
3279	20299	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2920	2380	360	(25, 6)	(31, 7)	True	60									
3290	20300	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2871	2290	387	(34, 7)	(40, 8)	True	87									
3301	20301	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2723	1925	532	(36, 12)	(42, 14)	True	232									
3312	20302	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4411	3547	576	(17, 12)	(23, 14)	True	276									
3323	20303	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4645	3865	520	(41, 9)	(47, 11)	True	220									
3334	20304	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3727	3226	334	(15, 5)	(21, 6)	True	34									
3345	20305	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3491	2640	567	(21, 12)	(27, 14)	True	267									
3356	20306	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3941	3131	540	(33, 11)	(38, 13)	True	240									
3367	20307	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3098	2234	576	(18, 13)	(24, 15)	True	276									
3378	20308	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4582	3758	549	(28, 10)	(34, 12)	True	249									
3389	20309	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2980	2459	347	(21, 6)	(27, 7)	True	47									
3400	20310	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2939	2136	535	(34, 10)	(40, 12)	True	235									
3411	20311	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5129	4538	394	(41, 7)	(47, 8)	True	94									
3422	20312	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2731	1910	547	(31, 14)	(37, 16)	True	247									
3433	20313	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2525	2013	341	(19, 5)	(25, 6)	True	41									
3444	20314	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4949	4374	383	(35, 7)	(41, 8)	True	83									
3455	20315	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4904	4385	346	(21, 5)	(27, 6)	True	46									
3466	20316	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4792	4022	513	(44, 9)	(50, 11)	True	213									
3477	20317	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4434	3900	356	(22, 7)	(28, 8)	True	56									
3488	20318	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5172	4336	557	(27, 13)	(32, 15)	True	257									
3499	20319	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2860	2332	352	(23, 7)	(29, 8)	True	52									
3510	20320	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3206	2321	590	(15, 9)	(21, 11)	True	290									
3521	20321	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2979	2386	395	(41, 7)	(47, 8)	True	95									
3532	20322	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5089	4522	378	(35, 6)	(41, 7)	True	78									
3543	20323	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4252	3422	553	(28, 12)	(34, 14)	True	253									
3554	20324	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4811	4299	341	(18, 6)	(24, 7)	True	41									
3565	20325	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4147	3308	559	(25, 8)	(31, 10)	True	259									
3576	20326	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2509	1921	392	(41, 6)	(47, 7)	True	92									
3587	20327	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4181	3383	532	(36, 12)	(42, 14)	True	232									
3598	20328	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5225	4683	361	(26, 6)	(32, 7)	True	61									
3609	20329	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4561	3719	561	(24, 8)	(30, 10)	True	261									
3620	20330	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3274	2461	542	(32, 11)	(37, 13)	True	242									
3631	20331	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4560	3967	395	(43, 5)	(49, 6)	True	95									
3642	20332	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5005	4160	563	(23, 11)	(29, 13)	True	263									
3653	20333	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2476	1621	570	(19, 11)	(25, 13)	True	270									
3664	20334	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4707	3913	529	(39, 14)	(45, 16)	True	229									
3675	20335	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4819	4016	535	(36, 14)	(42, 16)	True	235									
3686	20336	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5142	4554	392	(40, 7)	(46, 8)	True	92									
3697	20337	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3359	2534	550	(31, 11)	(36, 13)	True	250									
3708	20338	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3843	3052	527	(38, 9)	(44, 11)	True	227									
3719	20339	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5233	4448	523	(41, 13)	(47, 15)	True	223									
3730	20340	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4558	3766	528	(37, 11)	(43, 13)	True	228									
3741	20341	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3888	3046	561	(23, 11)	(29, 13)	True	261									
3752	20342	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4180	3308	581	(16, 10)	(22, 12)	True	281									
3763	20343	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3888	3075	542	(34, 14)	(40, 16)	True	242									
3774	20344	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3922	3110	541	(33, 9)	(38, 11)	True	241									
3785	20345	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2905	2089	544	(32, 8)	(38, 10)	True	244									
3796	20346	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4836	4057	519	(42, 8)	(48, 10)	True	219									
3807	20347	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3998	3206	528	(38, 12)	(44, 14)	True	228									
3818	20348	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3523	2680	562	(25, 11)	(31, 13)	True	262									
3829	20349	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4102	3322	520	(43, 14)	(48, 16)	True	220									
3840	20350	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5091	4596	330	(15, 5)	(20, 6)	True	30									
3851	20351	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4991	4169	548	(32, 14)	(38, 16)	True	248									
3862	20352	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3159	2356	535	(35, 9)	(41, 11)	True	235									
3873	20353	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3375	2823	368	(30, 7)	(36, 8)	True	68									
3884	20354	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2536	1736	533	(35, 10)	(41, 12)	True	233									
3895	20355	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5332	4744	392	(40, 7)	(46, 8)	True	92									
3906	20356	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5327	4553	516	(43, 12)	(49, 14)	True	216									
3917	20357	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3574	3026	365	(30, 5)	(36, 6)	True	65									
3928	20358	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4466	3606	573	(18, 9)	(24, 11)	True	273									
3939	20359	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3586	2804	521	(41, 12)	(47, 14)	True	221									
3950	20360	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2595	1809	524	(39, 9)	(45, 11)	True	224									
3961	20361	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2932	2090	561	(25, 13)	(31, 15)	True	261									
3972	20362	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4796	4014	521	(40, 10)	(46, 12)	True	221									
3983	20363	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4284	3504	520	(41, 12)	(47, 14)	True	220									
3994	20364	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3301	2749	368	(30, 7)	(35, 8)	True	68									
4005	20365	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2879	2103	517	(42, 9)	(48, 11)	True	217									
4016	20366	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5103	4516	391	(39, 7)	(45, 8)	True	91									
4027	20367	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4438	3635	535	(36, 9)	(41, 11)	True	235									
4038	20368	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3919	3377	361	(27, 7)	(33, 8)	True	61									
4049	20369	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4060	3547	342	(17, 7)	(23, 8)	True	42									
4060	20370	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5120	4284	557	(25, 9)	(31, 11)	True	257									
4071	20371	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3470	2922	365	(29, 6)	(34, 7)	True	65									
4082	20372	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3085	2252	555	(27, 8)	(33, 10)	True	255									
4093	20373	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4680	3825	570	(19, 11)	(25, 13)	True	270									
4104	20374	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4141	3580	374	(32, 7)	(38, 8)	True	74									
4115	20375	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4385	3533	568	(20, 11)	(26, 13)	True	268									
4126	20376	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2906	2082	549	(29, 9)	(35, 11)	True	249									
4137	20377	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3776	3197	386	(38, 5)	(44, 6)	True	86									
4148	20378	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2470	1922	365	(30, 5)	(36, 6)	True	65									
4159	20379	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3078	2292	524	(39, 11)	(45, 13)	True	224									
4170	20380	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3104	2274	553	(28, 8)	(34, 10)	True	253									
4181	20381	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3800	3306	329	(15, 5)	(20, 6)	True	29									
4192	20382	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3524	2699	550	(28, 9)	(34, 11)	True	250									
4203	20383	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3595	2765	553	(28, 12)	(34, 14)	True	253									
4214	20384	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4160	3600	373	(33, 5)	(39, 6)	True	73									
4225	20385	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4902	4305	398	(43, 6)	(49, 7)	True	98									
4236	20386	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5028	4468	373	(33, 6)	(38, 7)	True	73									
4247	20387	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3027	2199	552	(27, 11)	(33, 13)	True	252									
4258	20388	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2487	1689	532	(38, 11)	(43, 13)	True	232									
4269	20389	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3316	2804	341	(18, 5)	(24, 6)	True	41									
4280	20390	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2755	1909	564	(23, 14)	(29, 16)	True	264									
4291	20391	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4509	3681	552	(28, 12)	(34, 14)	True	252									
4302	20392	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2929	2356	382	(36, 6)	(42, 7)	True	82									
4313	20393	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4860	4074	524	(41, 13)	(46, 15)	True	224									
4324	20394	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3966	3106	573	(18, 11)	(24, 13)	True	273									
4335	20395	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3990	3154	557	(25, 12)	(31, 14)	True	257									
4346	20396	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3440	2835	403	(44, 7)	(50, 8)	True	103									
4357	20397	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3370	2548	548	(31, 8)	(37, 10)	True	248									
4368	20398	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3365	2807	372	(31, 7)	(37, 8)	True	72									
4379	20399	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3127	2320	538	(33, 11)	(39, 13)	True	238									
4390	20400	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2653	1862	527	(39, 8)	(45, 10)	True	227									
4401	20401	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4984	4148	557	(27, 8)	(32, 10)	True	257									
4412	20402	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3641	2853	525	(41, 11)	(46, 13)	True	225									
4423	20403	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5171	4575	397	(42, 7)	(47, 8)	True	97									
4434	20404	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4673	3819	569	(20, 9)	(26, 11)	True	269									
4445	20405	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3715	2870	563	(22, 11)	(28, 13)	True	263									
4456	20406	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2963	2174	526	(40, 9)	(45, 11)	True	226									
4467	20407	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2426	1640	524	(39, 11)	(45, 13)	True	224									
4478	20408	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4951	4090	574	(19, 13)	(25, 15)	True	274									
4489	20409	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5370	4563	538	(34, 12)	(40, 14)	True	238									
4500	20410	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2495	1650	563	(22, 10)	(28, 12)	True	263									
4511	20411	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3042	2217	550	(28, 11)	(34, 13)	True	250									
4522	20412	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3523	2674	566	(22, 9)	(28, 11)	True	266									
4533	20413	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2650	2146	336	(17, 5)	(23, 6)	True	36									
4544	20414	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2984	2163	547	(31, 12)	(36, 14)	True	247									
4555	20415	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4634	3794	560	(25, 9)	(31, 11)	True	260									
4566	20416	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4425	3912	342	(18, 6)	(24, 7)	True	42									
4577	20417	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4244	3473	514	(43, 11)	(49, 13)	True	214									
4588	20418	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4524	3684	560	(25, 8)	(31, 10)	True	260									
4599	20419	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4355	3495	573	(19, 8)	(25, 10)	True	273									
4610	20420	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2929	2066	575	(17, 11)	(23, 13)	True	275									
4621	20421	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3117	2532	390	(40, 5)	(46, 6)	True	90									
4632	20422	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2995	2206	526	(38, 11)	(44, 13)	True	226									
4643	20423	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4254	3384	580	(15, 10)	(21, 12)	True	280									
4654	20424	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4964	4103	574	(20, 14)	(26, 16)	True	274									
4665	20425	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4650	3847	535	(35, 11)	(40, 13)	True	235									
4676	20426	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2474	1628	564	(23, 12)	(29, 14)	True	264									
4687	20427	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4044	3276	512	(44, 10)	(50, 12)	True	212									
4698	20428	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3256	2746	340	(17, 7)	(23, 8)	True	40									
4709	20429	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4594	3734	573	(21, 10)	(27, 12)	True	273									
4720	20430	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3501	2920	387	(39, 6)	(45, 7)	True	87									
4731	20431	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3627	2806	547	(30, 13)	(36, 15)	True	247									
4742	20432	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3992	3426	377	(35, 5)	(41, 6)	True	77									
4753	20433	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3093	2515	385	(37, 7)	(43, 8)	True	85									
4764	20434	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4214	3401	542	(31, 11)	(37, 13)	True	242									
4775	20435	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3064	2293	514	(44, 9)	(50, 11)	True	214									
4786	20436	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3341	2751	393	(41, 5)	(47, 6)	True	93									
4797	20437	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3171	2379	528	(39, 12)	(45, 14)	True	228									
4808	20438	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4751	4241	340	(18, 6)	(24, 7)	True	40									
4819	20439	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3547	2764	522	(41, 12)	(47, 14)	True	222									
4830	20440	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3869	2999	580	(16, 13)	(22, 15)	True	280									
4841	20441	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	3711	3160	367	(30, 6)	(36, 7)	True	67									
4852	20442	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4029	3219	540	(32, 10)	(38, 12)	True	240									
4863	20443	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5152	4576	384	(35, 6)	(41, 7)	True	84									
4874	20444	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	4633	3767	577	(19, 13)	(25, 15)	True	277									
4885	20445	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5237	4382	570	(19, 11)	(25, 13)	True	270									
4896	20446	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	5349	4827	348	(19, 6)	(25, 7)	True	48									
4907	20447	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2890	2294	397	(44, 5)	(50, 6)	True	97									
4918	20448	Wind -10	Parallel Sweep	100	2	0.41	1	GOED	OOST	9	5	2825	1962	575	(18, 13)	(24, 15)	True	275									
