Kolom1	Seed	Label	Search pattern	Search radius	Max_current	Upper current	Profile	Zwemvaardgheid	Windrichting	Windsnelheid	Uitruktijd	Stamina begin	Overgebleven conditie	Vind tijd	Locatie begin	Locatie eind	Gevonden	Actieduur			scenario	sec	min	scec		aandeel	
3628	100330	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3537	2733	402	(41, 5)	(46, 7)	True	102									
3639	100331	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3543	2479	532	(38, 8)	(44, 10)	True	232									
3650	100332	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2866	1712	577	(16, 10)	(22, 12)	True	277									
3661	100333	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5140	3990	575	(18, 9)	(24, 11)	True	275									
3672	100334	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4783	4091	346	(19, 5)	(25, 6)	True	46									
3683	100335	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3965	2937	514	(44, 9)	(50, 11)	True	214									
3694	100336	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2706	2020	343	(20, 5)	(26, 6)	True	43									
3705	100337	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4079	3021	529	(40, 8)	(46, 10)	True	229									
3716	100338	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2889	1823	533	(37, 14)	(43, 16)	True	233									
3727	100339	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3188	2160	514	(44, 12)	(50, 14)	True	214									
3738	100340	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3313	2161	576	(18, 13)	(24, 15)	True	276									
3749	100341	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4419	3357	531	(38, 13)	(44, 15)	True	231									
3760	100342	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3460	2424	518	(42, 9)	(48, 11)	True	218									
3771	100343	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5126	4330	398	(40, 7)	(45, 8)	True	98									
3782	100344	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4062	2922	570	(19, 11)	(25, 13)	True	270									
3793	100345	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5394	4366	514	(43, 11)	(49, 13)	True	214									
3804	100346	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2839	2079	380	(36, 5)	(42, 6)	True	80									
3815	100347	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3269	2129	570	(19, 10)	(25, 12)	True	270									
3826	100348	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5342	4202	570	(23, 14)	(29, 17)	True	270									
3837	100349	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4098	3058	520	(42, 9)	(48, 11)	True	220									
3848	100350	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5021	3925	548	(30, 13)	(36, 15)	True	248									
3859	100351	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4911	3833	539	(34, 10)	(40, 12)	True	239									
3870	100352	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2948	1836	556	(27, 12)	(32, 14)	True	256									
3881	100353	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4570	3542	514	(44, 12)	(50, 14)	True	214									
3892	100354	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3714	2572	571	(20, 9)	(26, 12)	True	271									
3903	100355	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3277	2199	539	(35, 14)	(41, 16)	True	239									
3914	100356	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4190	3110	540	(35, 13)	(41, 15)	True	240									
3925	100357	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5375	4321	527	(40, 11)	(45, 13)	True	227									
3936	100358	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5273	4221	526	(38, 11)	(44, 13)	True	226									
3947	100359	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3322	2526	398	(40, 5)	(46, 6)	True	98									
3958	100360	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2554	1442	556	(25, 11)	(31, 13)	True	256									
3969	100361	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3375	2637	369	(29, 7)	(35, 8)	True	69									
3980	100362	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4385	3319	533	(37, 12)	(42, 14)	True	233									
3991	100363	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3696	2948	374	(33, 5)	(39, 6)	True	74									
4002	100364	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2491	1437	527	(39, 8)	(45, 10)	True	227									
4013	100365	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4377	3677	350	(19, 7)	(25, 8)	True	50									
4024	100366	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2714	1576	569	(21, 13)	(27, 16)	True	269									
4035	100367	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3675	2641	517	(44, 13)	(50, 15)	True	217									
4046	100368	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2950	1822	564	(23, 9)	(29, 11)	True	264									
4057	100369	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3881	3161	360	(27, 6)	(33, 7)	True	60									
4068	100370	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5372	4348	512	(44, 10)	(50, 12)	True	212									
4079	100371	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4380	3346	517	(43, 13)	(49, 15)	True	217									
4090	100372	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2531	1851	340	(19, 5)	(25, 6)	True	40									
4101	100373	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4405	3611	397	(41, 5)	(47, 7)	True	97									
4112	100374	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4529	3427	551	(30, 14)	(36, 16)	True	251									
4123	100375	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3205	2039	583	(15, 11)	(21, 13)	True	283									
4134	100376	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4453	3653	400	(41, 6)	(47, 8)	True	100									
4145	100377	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3941	2771	585	(15, 8)	(21, 10)	True	285									
4156	100378	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4873	3755	559	(24, 11)	(30, 13)	True	259									
4167	100379	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2711	1951	380	(34, 6)	(40, 8)	True	80									
4178	100380	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5004	4268	368	(30, 5)	(36, 6)	True	68									
4189	100381	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3939	3231	354	(24, 5)	(29, 6)	True	54									
4200	100382	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3681	2619	531	(36, 11)	(42, 13)	True	231									
4211	100383	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4710	3642	534	(36, 8)	(42, 10)	True	234									
4222	100384	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4151	3361	395	(42, 5)	(47, 7)	True	95									
4233	100385	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2459	1341	559	(25, 8)	(31, 10)	True	259									
4244	100386	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3595	2543	526	(40, 13)	(46, 15)	True	226									
4255	100387	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3672	3006	333	(15, 7)	(20, 8)	True	33									
4266	100388	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2909	2203	353	(22, 5)	(28, 6)	True	53									
4277	100389	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3452	2288	582	(15, 8)	(21, 10)	True	282									
4288	100390	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3247	2085	581	(16, 11)	(22, 14)	True	281									
4299	100391	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2953	1827	563	(24, 13)	(30, 15)	True	263									
4310	100392	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2853	1763	545	(31, 10)	(36, 12)	True	245									
4321	100393	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2993	2207	393	(39, 7)	(45, 8)	True	93									
4332	100394	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5204	4496	354	(24, 6)	(30, 8)	True	54									
4343	100395	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5217	4155	531	(36, 11)	(42, 13)	True	231									
4354	100396	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4768	3636	566	(24, 14)	(30, 16)	True	266									
4365	100397	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4633	3507	563	(24, 13)	(30, 15)	True	263									
4376	100398	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2954	1786	584	(16, 14)	(22, 17)	True	284									
4387	100399	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2888	1742	573	(22, 13)	(27, 15)	True	273									
4398	100400	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3638	2582	528	(38, 9)	(44, 11)	True	228									
4409	100401	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4209	3049	580	(16, 12)	(22, 14)	True	280									
4420	100402	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4116	2956	580	(16, 12)	(22, 14)	True	280									
4431	100403	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4901	3759	571	(20, 11)	(26, 13)	True	271									
4442	100404	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3213	2131	541	(32, 9)	(38, 11)	True	241									
4453	100405	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3913	2775	569	(22, 11)	(28, 13)	True	269									
4464	100406	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5318	4234	542	(35, 7)	(41, 9)	True	242									
4475	100407	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4159	3433	363	(27, 6)	(33, 7)	True	63									
4486	100408	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3829	2753	538	(34, 12)	(40, 14)	True	238									
4497	100409	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5119	4025	547	(30, 9)	(36, 11)	True	247									
4508	100410	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2404	1290	557	(26, 8)	(32, 10)	True	257									
4519	100411	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4207	3167	520	(43, 8)	(49, 10)	True	220									
4530	100412	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4693	3597	548	(30, 14)	(36, 16)	True	248									
4541	100413	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3898	3188	355	(24, 7)	(30, 8)	True	55									
4552	100414	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2962	2216	373	(33, 5)	(38, 6)	True	73									
4563	100415	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2434	1706	364	(28, 6)	(34, 7)	True	64									
4574	100416	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3327	2233	547	(29, 10)	(35, 12)	True	247									
4585	100417	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3654	2884	385	(36, 7)	(42, 8)	True	85									
4596	100418	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5350	4232	559	(24, 10)	(30, 12)	True	259									
4607	100419	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3660	2572	544	(32, 13)	(38, 15)	True	244									
4618	100420	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3663	2617	523	(41, 12)	(47, 14)	True	223									
4629	100421	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4209	3147	531	(37, 9)	(42, 11)	True	231									
4640	100422	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4524	3814	355	(24, 6)	(30, 7)	True	55									
4651	100423	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3037	1929	554	(26, 10)	(32, 12)	True	254									
4662	100424	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4538	3444	547	(31, 9)	(37, 11)	True	247									
4673	100425	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2410	1720	345	(20, 6)	(26, 7)	True	45									
4684	100426	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4723	3655	534	(36, 8)	(42, 10)	True	234									
4695	100427	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3143	2087	528	(39, 13)	(45, 15)	True	228									
4706	100428	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5031	3875	578	(17, 12)	(22, 14)	True	278									
4717	100429	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4787	4067	360	(25, 7)	(31, 8)	True	60									
4728	100430	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4675	3977	349	(22, 6)	(28, 7)	True	49									
4739	100431	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2531	1383	574	(20, 13)	(26, 16)	True	274									
4750	100432	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3475	2327	574	(24, 14)	(30, 16)	True	274									
4761	100433	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3870	2710	580	(16, 9)	(22, 11)	True	280									
4772	100434	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2809	1699	555	(26, 12)	(32, 14)	True	255									
4783	100435	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5159	4131	514	(43, 11)	(49, 13)	True	214									
4794	100436	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4396	3686	355	(25, 5)	(31, 6)	True	55									
4805	100437	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2746	1686	530	(37, 12)	(43, 14)	True	230									
4816	100438	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2682	1590	546	(31, 8)	(37, 10)	True	246									
4827	100439	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4237	3189	524	(41, 14)	(47, 16)	True	224									
4838	100440	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5100	4034	533	(36, 11)	(41, 13)	True	233									
4849	100441	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4072	3268	402	(43, 5)	(48, 6)	True	102									
4860	100442	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2699	1971	364	(26, 6)	(32, 7)	True	64									
4871	100443	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2522	1722	400	(41, 5)	(47, 6)	True	100									
4882	100444	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3032	1938	547	(31, 8)	(37, 10)	True	247									
4893	100445	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4382	3280	551	(29, 8)	(35, 10)	True	251									
4904	100446	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3157	2095	531	(36, 10)	(42, 12)	True	231									
4915	100447	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4241	3465	388	(36, 6)	(42, 8)	True	88									
4926	100448	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3333	2179	577	(18, 12)	(24, 14)	True	277									
4937	100449	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3188	2070	559	(27, 14)	(33, 17)	True	259									
4948	100450	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3086	2324	381	(35, 5)	(41, 7)	True	81									
4959	100451	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4307	3265	521	(42, 8)	(48, 10)	True	221									
4970	100452	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4914	3880	517	(42, 11)	(48, 13)	True	217									
4981	100453	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5392	4330	531	(37, 10)	(42, 12)	True	231									
4992	100454	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2508	1422	543	(31, 11)	(37, 13)	True	243									
5003	100455	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2821	1645	588	(19, 9)	(24, 11)	True	288									
5014	100456	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2592	1822	385	(36, 6)	(42, 8)	True	85									
5025	100457	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2816	2038	389	(38, 5)	(44, 7)	True	89									
5036	100458	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3888	3220	334	(16, 5)	(22, 6)	True	34									
5047	100459	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4459	3293	583	(15, 8)	(21, 10)	True	283									
5058	100460	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2541	1855	343	(16, 7)	(22, 8)	True	43									
5069	100461	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4153	2987	583	(15, 8)	(21, 10)	True	283									
5080	100462	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4242	3534	354	(21, 7)	(27, 9)	True	54									
5091	100463	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4277	3129	574	(19, 8)	(25, 10)	True	274									
5102	100464	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2474	1360	557	(25, 9)	(31, 11)	True	257									
5113	100465	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4519	3415	552	(27, 11)	(33, 13)	True	252									
5124	100466	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4225	3057	584	(15, 12)	(21, 14)	True	284									
5135	100467	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5355	4287	534	(36, 11)	(42, 14)	True	234									
5146	100468	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2968	1878	545	(30, 9)	(36, 11)	True	245									
5157	100469	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4534	3460	537	(36, 14)	(42, 16)	True	237									
5168	100470	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5284	4496	394	(40, 7)	(46, 8)	True	94									
5179	100471	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5078	4356	361	(27, 6)	(32, 7)	True	61									
5190	100472	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2763	1707	528	(38, 8)	(44, 10)	True	228									
5201	100473	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4551	3885	333	(16, 6)	(21, 7)	True	33									
5212	100474	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4346	3178	584	(16, 14)	(22, 16)	True	284									
5223	100475	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4146	3062	542	(31, 11)	(37, 13)	True	242									
5234	100476	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3100	2036	532	(38, 13)	(43, 15)	True	232									
5245	100477	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2726	1582	572	(19, 12)	(25, 14)	True	272									
5256	100478	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4399	3699	350	(22, 7)	(28, 8)	True	50									
5267	100479	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4319	3199	560	(26, 13)	(32, 15)	True	260									
5278	100480	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2538	1780	379	(35, 5)	(41, 6)	True	79									
5289	100481	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5126	4060	533	(37, 14)	(43, 16)	True	233									
5300	100482	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4754	4046	354	(25, 5)	(31, 6)	True	54									
5311	100483	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2750	1528	611	(20, 10)	(26, 13)	True	311									
5322	100484	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4519	3849	335	(16, 7)	(21, 8)	True	35									
5333	100485	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5085	4337	374	(31, 7)	(37, 8)	True	74									
5344	100486	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3105	2331	387	(35, 7)	(41, 8)	True	87									
5355	100487	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2546	1514	516	(44, 14)	(50, 16)	True	216									
5366	100488	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3521	2819	351	(23, 6)	(29, 7)	True	51									
5377	100489	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	5048	4354	347	(19, 6)	(25, 7)	True	47									
5388	100490	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3584	2488	548	(30, 13)	(36, 15)	True	248									
5399	100491	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3247	2199	524	(44, 7)	(50, 9)	True	224									
5410	100492	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2577	1535	521	(40, 11)	(46, 13)	True	221									
5421	100493	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2828	1766	531	(38, 13)	(44, 15)	True	231									
5432	100494	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	2583	1541	521	(42, 12)	(48, 14)	True	221									
5443	100495	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4400	3322	539	(34, 13)	(40, 15)	True	239									
5454	100496	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3400	2254	573	(19, 9)	(25, 11)	True	273									
5465	100497	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4834	3772	531	(36, 9)	(42, 11)	True	231									
5476	100498	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4881	3725	578	(17, 13)	(23, 15)	True	278									
5487	100499	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	4458	3402	528	(38, 11)	(43, 13)	True	228									
5498	100500	muistroom -10	Parallel Sweep	100	1.8	0.41	1	GOED	OOST	10	5	3144	2038	553	(32, 11)	(38, 13)	True	253									
10	110001	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	4611	3485	563	(23, 10)	(28, 12)	True	263									
21	110002	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	3087	2295	396	(40, 7)	(46, 9)	True	96									
32	110003	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	4663	3535	564	(22, 12)	(28, 14)	True	264									
43	110004	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	3860	3152	354	(25, 5)	(31, 6)	True	54									
54	110005	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	4775	3715	530	(38, 13)	(44, 15)	True	230									
65	110006	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	5377	4643	367	(26, 7)	(32, 8)	True	67									
76	110007	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	4962	3898	532	(39, 14)	(44, 16)	True	232									
87	110008	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	3978	2910	534	(36, 8)	(42, 10)	True	234									
98	110009	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	3787	2641	573	(18, 9)	(24, 12)	True	273									
109	110010	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	4107	3003	552	(29, 10)	(35, 12)	True	252									
120	110011	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	2671	1969	351	(21, 7)	(26, 8)	True	51									
131	110012	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	3567	2795	386	(35, 7)	(41, 8)	True	86									
142	110013	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	3380	2318	531	(38, 13)	(44, 15)	True	231									
153	110014	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	4038	3318	360	(28, 5)	(33, 6)	True	60									
164	110015	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	2606	1496	555	(27, 11)	(33, 13)	True	255									
175	110016	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	4189	3035	577	(18, 8)	(24, 10)	True	277									
186	110017	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	4864	4106	379	(31, 7)	(37, 8)	True	79									
197	110018	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	3486	2420	533	(36, 12)	(42, 14)	True	233									
208	110019	muistroom +10	Parallel Sweep	100	2.2	0.41	1	GOED	OOST	10	5	3223	2123	550	(29, 13)	(35, 15)	True	250									
